124493634232128_1917986884882785,238,carioca encontrado por amigos de infancia na cracolandia de sp morre em clinica   agencia estado   uol noticias um homem natural da cidade do rio de janeiro encontrado na cracolandia da regiao central de sao paulo morreu na noite desta quarta feira   em uma clinica
124493634232128_1917662894915184,337,mianmar diz ter encontrado corpos e fuselagem de aviao desaparecido   noticias   internacional um porta voz da nbsp forca aerea de mianmar informou nesta quinta feira   que foram encontrados no oceano indico partes de fuselagem e corpos de ocupante
124493634232128_1916357531712387,707,cadela salva familia de deslizamento  mas morre soterrada  foi ela quem avisou   noticias   cotidiano a cadela menina poderia ter fugido do desmoronamento de um barranco em votorantim  no interior de sao paulo  mas preferiu se arriscar e perder a vida para
124493634232128_1916194988395308,2284,mianmar encontra destrocos de aviao militar no mar   afp   uol noticias um aviao militar birmanes com mais de   pessoas desapareceu nesta quarta feira   dos radares em mianmar e destrocos da aeronave foram encontrados no ma
124493634232128_1915131985168275,31,quatro ainda estao desaparecidos apos ataques em londres  diz policia   noticias   uol noticias quatro familias continuam sem qualquer noticia sobre seus parentes tres dias depois o ataque terrorista em londres  enquanto as autoridades britanicas segu
124493634232128_1914401005241373,624,jovem foi morta quando tentava ajudar vitimas de ataque em londres   noticias   internacional kirsty boden  uma enfermeira australiana funcionaria de um hospital londrino  foi morta quando tentava ajudar as pessoas atropeladas pela van na london bri
124493634232128_1914029131945227,2367,exclusivo  as imagens da tragedia da fome entre criancas na venezuela   bbc   uol noticias a venezuela esta mergulhada em uma grave crise economica e os mais jovens acabam sendo os mais vulneraveis
124493634232128_1912816385399835,70,divorcio conflituoso dos pais prejudica saude dos filhos por decadas  diz estudo   noticias   saude quando as criancas vivenciam um divorcio ou separacao conflituosa de seus pais  a situacao parece prejudicar sua saude por decadas  ate a idade adulta  dis
124493634232128_1912768278737979,441,garoto que virou simbolo da guerra na siria ainda vive em aleppo e reaparece na tv   noticias   internacional quase um ano depois de sua imagem se tornar um simbolo do sofrimento das criancas atingidas pela guerra civil na siria  o pequeno omran daqneesh reapareceu
124493634232128_1912779155403558,3228,milagre  bebe que nasceu sem nariz morre aos   anos   noticias   saude conhecido como um  milagre  por ter nascido sem nariz  o bebe norte americano eli thompson faleceu neste sabado   aos dois anos de idade  a crianca havia
124493634232128_1911363462211794,5711,canadense vitima de ataque em londres morreu nos bracos do noivo   noticias   internacional a canadense christine archibald e a primeira vitima identificada dos ataques terroristas ocorridos em londres na noite deste sabado
124493634232128_1910839318930875,70,morre jovem linchado e queimado vivo durante protesto na venezuela   noticias   uol noticias caracas    jun    o ministerio publico da venezuela informou neste domingo a morte de orlando figuera  um jovem de   anos que foi queimado por var
124493634232128_1910798868934920,180,a vida oculta de alfaiate que morreu na prisao apos policia saudita descobrir sua transexualidade   bbc   uol noticias mohammad amin era  como costumavam dizer  um homem de familia  tinha esposa  quatro filhos e cinco filhas
124493634232128_1910757592272381,19,testemunhas relatam horror e heroismo durante atentado em londres   bbc   uol noticias as testemunhas do atentado em londres  que deixou sete pessoas mortas e pelo menos   feridas  relatam cenas de horror e atos de heroismo nos momentos do a
124493634232128_1910347335646740,59,como foi o ataque em londres que deixou   mortos e   feridos   noticias   internacional sete pessoas morreram e outras   ficaram feridas em um ataque na noite de sabado   em londres  o ataque  que durou oito minutos  comecou com uma nbsp va
124493634232128_1910194845661989,291,pela  a vez no ano  atentados levam terror a inglaterra e matam   pessoas   noticias   internacional um ataque coordenado que levou oito minutos e deixou sete mortos em dois lugares proximos de londres no sabado   volta a acender o alerta para o terror n
124493634232128_1909697305711743,2184,ataques terroristas matam   pessoas e ferem   em londres   noticias   internacional a policia de londres atualizou o numero de pessoas mortas nos ataques terroristas em dois locais diferentes da capital inglesa na noite deste sabado    s
124493634232128_1909111119103695,57,morre jovem incapacitado atingido por disparo em protesto na venezuela   noticias   uol noticias caracas    jun    o ministerio publico da venezuela informou neste sabado da morte de um jovem incapacitado que tinha sido ferido por um disparo du
124493634232128_1909022145779259,68,opositores protestam contra a fome em varias cidades da venezuela   noticias   uol noticias caracas    jun    milhares de opositores venezuelanos protestam neste sabado em caracas e em varias cidades do interior  contra a fome  no  o dia
124493634232128_1908946115786862,23,forcas sirias e rebeldes entram em intensos confrontos na cidade de deraa   noticias   uol noticias cairo    jun    as forcas governamentais da siria e faccoes islamicas e rebeldes protagonizaram intensos combates neste sabado  na cidade de deraa
124493634232128_1907166472631493,32,morte de tim lopes completa   anos e e lembrada com homenagem em copacabana   noticias   cotidiano em   de junho de   tim lopes  jornalista premiado da  tv globo  era brutalmente assassinado por criminosos da vila cruzeiro e do complexo do alemao  n
124493634232128_1906843189330488,76,ataque a cassino em manila termina com   mortos  diz policia filipina   noticias   uol noticias 
124493634232128_1906015076079966,7305,mae sai do coma e descobre que a filha de   anos morreu no atentado de manchester   noticias   internacional mais de uma semana depois do atentado que matou   pessoas em manchester no dia   de maio  a mae da vitima mais jovem finalmente iniciou seu processo de l
124493634232128_1905641176117356,1837,jovem de   anos morre enquanto limpava o freezer de sua casa   noticias   cotidiano uma jovem de   anos morreu em decorrencia de uma descarga eletrica enquanto limpava o freezer de sua casa na area rural de candido sales  sudoeste da bahi
124493634232128_1904318532916287,652,andreas von richthofen era considerado aluno exemplar por professores   noticias   cotidiano um aluno brilhante  competente e que nao hesitava em ajudar os outros  e assim que professores do iq usp  instituto de quimica da universidade de sao paulo
124493634232128_1903367793011361,269,ataque com carro bomba mata   e fere   em regiao de embaixadas em cabul   noticias   internacional uma forte explosao atingiu nesta quarta feira   uma area de alta seguranca de cabul  capital do afeganistao  onde estao localizados o palacio presidenci
124493634232128_1903305369684270,138,ataque com carro bomba mata   e fere   em regiao de embaixadas em cabul   noticias   internacional uma forte explosao atingiu nesta quarta feira   uma area de alta seguranca de cabul  capital do afeganistao  onde estao localizados o palacio presidenci
124493634232128_1903158969698910,333,irmao de suzane richthofen e encontrado em estado de surto por pms e internado   noticias   cotidiano uma acao de rotina da policia militar de sao paulo nesta terca feira   identificou um jovem  ldquo em atitude suspeita rdquo  quando ele tentava pular o
124493634232128_1902739149740892,60,moradora e baleada na cabeca no alemao  perdeu a vida em lugar que destroca familias   noticias   cotidiano zona do medo  e assim que e chamado o local onde a auxiliar de servicos gerais marinete berto  de   anos  foi baleada na cabeca na favela nova brasilia  c
124493634232128_1902413519773455,1174,gravida morre indo a maternidade apos engavetamento na anhanguera  bebe nao resiste   noticias   cotidiano o que era para ser uma noite de felicidade terminou de forma tragica na regiao de ribeirao preto  no interior de sao paulo  uma sequencia de acidentes na r
124493634232128_1902278933120247,124,bote com migrantes pega fogo a caminho da europa   bbc   uol noticias um barco com   migrantes que tentavam chegar a europa pegou fogo no litoral da espanha
124493634232128_1900528016628672,128,surto de febre amarela pode ser  tiro de misericordia  para primatas ameacados de extincao  dizem especialistas   noticias   saude o maior surto de febre amarela silvestre ja enfrentado pelo brasil nao chegou ao coracao das grandes cidades  como muitos temiam  mas vem atingindo regioes
124493634232128_1900173473330793,20,no  o ano de seca  metade dos reservatorios do semiarido esta abaixo de     noticias   cotidiano entrando no setimo ano consecutivo de seca  o semiarido brasileiro esta com   do volume de agua  e o total nao seria capaz de encher o maior acude da reg
124493634232128_1899179566763517,588,chuvas alagam cidade historica de marechal deodoro   e deixam   familias desabrigadas   noticias   cotidiano o centro historico de marechal deodoro  na grande maceio    esta alagado e isolado por conta das fortes chuvas que caem ha uma semana no litoral alagoan
124493634232128_1898114683536672,52,sobe para   o numero de mortos em combates na capital da libia   noticias   uol noticias tripoli    mai    ao menos   pessoas morreram e cerca de   ficaram feridas  conforme o balanco oficial divulgado neste sabado  nos combates que
124493634232128_1897500936931380,366,maceio decreta calamidade publica apos chuvas deixarem   mortos   noticias   cotidiano a prefeitura de maceio decretou estado de calamidade publica neste sabado   por conta das fortes chuvas que caem desde o fim de semana passado em maceio
124493634232128_1897330693615071,85,egito eleva para   numero de mortos em atentado contra onibus   noticias   uol noticias cairo    mai    as autoridades egipcias elevaram para   o numero de pessoas mortas no atentado relizado ontem por dez homens mascarados contra um
124493634232128_1895843837097090,247,sobe para   o numero de mortos em ataque a onibus com cristaos no egito   noticias   uol noticias 
124493634232128_1895760407105433,741,rio  estudante vitima de bala perdida deixa filha de   meses e sonhava em ser engenheira   noticias   cotidiano isabel completa nesta sexta feira   nove meses de vida  a mae dela  que organizava uma festinha para celebrar a data  morreu dois dias antes  ndash viti
124493634232128_1890593887622085,1137,meninos refugiados apelam a prostituicao para sobreviver na grecia   der spiegel   uol noticias os refugiados na grecia enfrentam pessimas condicoes de vida  opcoes limitadas de moradia e periodos desastrosamente longos de espera para seus processos
124493634232128_1890435860971221,11,o que se sabe sobre o atentado apos o show de ariana grande em manchester   noticias   internacional um atentado deixou ao menos   mortos e mais de   feridos por volta das  h     quando uma bomb
124493634232128_1890415174306623,493,entre vitimas de ataque em show de ariana grande esta menina de   anos   bbc   uol noticias tres vitimas do ataque suicida no show da cantora ariana grande na noite de segunda feira na inglaterra foram identificadas
124493634232128_1890381860976621,44,fiquei   horas sem saber se minha filha estava viva  sobreviventes relatam terror em show   noticias   internacional foi um momento depois que a musica terminou  a estrela pop ariana grande tinha encerrado o bis de seu show  dangerous woman   mulher perigosa  e os gritos
124493634232128_1890264194321721,46,ariana grande suspende turne apos atentado em manchester  diz tmz   noticias   uol noticias los angeles    a cantora pop americana ariana grande suspendeu indefinidamente sua turne mundial apos o ataque terrorista cometido ontem
124493634232128_1890147777666696,26,a vitima identificada de ataque em manchester havia postado foto tirada com ariana grande em     bbc   uol noticias uma estudante de lancashire  na inglaterra  foi a primeira vitima a ser identificada do ataque em um ginasio de manchester  inglaterra  na noite de segunda
124493634232128_1890097167671757,60,imagens mostram momento da explosao em show de ariana grande em manchester   bbc   uol noticias videos feitos por pessoas que estavam no ginasio do show da cantora ariana grande em manchester registram o momento em que um homem bomba se explodiu do la
124493634232128_1890040241010783,37,o que se sabe ate agora sobre ataque que matou   em show de ariana grande em manchester   bbc   uol noticias a primeira ministra britanica  theresa may  disse na manha desta terca feira   que a explosao de um homem bomba na noite de segunda feira no show da can
124493634232128_1889857037695770,157,o que se sabe ate agora sobre ataque que matou   em show de ariana grande em manchester   bbc   uol noticias a primeira ministra britanica  theresa may  disse na manha desta terca feira   que a explosao de um homem bomba na noite de segunda feira no show da can
124493634232128_1889470021067805,15,may lamenta  terrivel ataque terrorista  em manchester   noticias   uol noticias sao paulo    mai     a primeira ministra do reino unido  theresa may  divulgou um comunicado lamentando o suposto atentado
124493634232128_1889397597741714,993,sobe para   numero de mortos em atentado na saida do show de ariana grande   noticias   internacional a policia de nbsp manchester confirmou nesta terca feira   que subiu para   o numero de pessoas mortas no atentado na manchester arena  no reino unido
124493634232128_1888673351147472,15,jovem cai de predio de tres andares no centro de sao paulo   agencia estado   uol noticias 
124493634232128_1884842981530509,41,atentados deixam mais de   mortos e   feridos no iraque   noticias   uol noticias bagda    mai    pelo menos   pessoas morreram na noite de sexta feira e outras   feridas em dois atentados suicidas ocorridos em bagda  capital
124493634232128_1880380968643377,86,cidade apagada  imagens aereas da nasa mostram impacto da guerra sobre luzes de aleppo   bbc   uol noticias seis anos de guerra na siria tiveram um efeito devastador para milhoes de pessoas que vivem no pais e para a infraestrutura local   inclusive a rede eletri
124493634232128_1879524548729019,160,eu perdoei  mas ele tem que pagar na justica  diz pai de garota assassinada   noticias   cotidiano eu sou capaz de olhar nos olhos dele e dizer   eu te perdoo  mas ele tem que pagar pelo que fez
124493634232128_1878634375484703,1310,india autoriza aborto para menina de   anos estuprada pelo padrasto   noticias   internacional a justica da india autorizou nesta terca feira   que medicos realizem um aborto numa menina de   anos de idade que foi estuprada repetidamente pelo pad
124493634232128_1878505352164272,2610,cao salva bebe que foi enterrado vivo na china   noticias   internacional um cachorro salvou um bebe recem nascido que foi enterrado vivo em uma area remota da china  segundo a imprensa local
124493634232128_1878456555502485,133,fiquei seis anos sem ver meu pai e o reencontrei  na cracolandia    bbc   uol noticias a produtora cultural mylena garbin  de   anos  peregrinou de bar em bar por muito tempo no centro de sao paulo  e nao foi para beber nem encontrar amigos
124493634232128_1877199582294849,116,quatro pessoas da mesma familia morrem em acidente em sc   noticias   cotidiano quatro pessoas da mesma familia morreram na noite de ultimo sabado em acidente de carro no quilometro   da rodovia sc   no municipio de itapoa  litor
124493634232128_1877052272309580,1958,cancer de pancreas  achado em rezende  e agressivo e de dificil deteccao   noticias   saude um dos grandes problemas relacionado ao cancer de pancreas e que ele e de dificil deteccao  isso porque o orgao esta  escondido  na cavidade mais profunda
