value
"O PoemApp é um aplicativo gratuito que mapeou todas as bibliotecas do país, além de pontos de produção literária 📝 📖 💖    "
"'Tomam sol, descem para se alimentar e depois voltam para a mata', disse Alencar <3   "
"Tudo começou com um pedido de um casal amigo do padre... Veja o que os religiosos acham da atitude   "
"Conheça outras soluções de alimentação natural para animais   "
"Ação contra tráfico de drogas teve mais de 30 presos; prefeito de SP também anunciou fim de programa social da gestão anterior   "
"Trump discursou na Arábia Saudita e apelou a líderes muçulmanos por luta contra o islamismo extremista   "
"Mas não é tão simples assim: precisa passar por seleção rigorosa. Os escolhidos saíram de cidades perigosas e comemoram: 'agora eu tenho tempo para brincar com as crianças, estou sendo mãe'   "
"Conheça o Branco, que frequenta aulas da Fatec Rubens Lara, em Santos, há 5 anos  "
"Ação tenta identificar pontos de venda de drogas, localizar e prender traficantes   "
"Pedido será protocolado na Câmara dos Deputados   "
"Mais cedo, presidente disse que pediria a suspensão do inquérito aberto com autorização do ministro Fachin para investigá-lo por suspeita de corrupção passiva, obstrução à Justiça e organização criminosa.   "
"Conheça Charlie, o salsichinha radical. <3   "
"PSB fechou questão para apoiar a PEC que prevê eleições diretas  "
"Casal do interior de SP parte de um veleiro no Guarujá para essa nova aventura. Veja como eles conseguiram custear os gastos da viagem  "
"O príncipe George e a princesa Charlotte foram pajem e daminha de honra da tia, a irmã de Kate, Pippa Middleton 👸👰🤴  "
"Mateus Ferreira foi atingido por um cassetete de um policial militar em Goiânia  "
"Já viraram inquéritos no STF casos de Michel Temer, Aécio Neves, Rodrigo Rocha Loures, entre outros   "
"Conheça o projeto que faz fotografias de grávidas de baixa renda, com o objetivo de aumentar sua autoestima <3 👩👶  "
"A competição de tecnologia será realizada em duas etapas   "
"Filme chegou aos cinemas brasileiros nesta quinta-feira  após ser fracasso de bilheteria nos EUA  "
"O Google quer levar tecnologia de 'Pokémon Go' para salas de aula. O que você acha da ideia? Leia a reportagem completa aqui    "
"Eles pegaram 'carona' em caminhão de mudança 😱   "
"Hoje é Dia do Físico Que tal desafiar aquele amigo crânio no  bit.ly/2eTEVEf   "
"Para ex-presidente do STF, brasileiros devem ir para as ruas e exigir 'renúncia imediata'    "
"Ter metas ambiciosas e trabalhar com gente melhor que você estão entre os segredos para se destacar. Veja outras dicas:   "
"Veja mais fotos do ensaio da Evelyn ❤    "
"Conversamos com a Daphne Bozaski, que interpreta a 'sincerona' Benê, na nova fase de Malhação   "
"Manifestantes foram ao local após fotos circularem em redes sociais    "
"Previsão era concluir análise da medida no Senado até dia 15 de junho. mas as denúncias que envolvem Temer devem atrasar esse andamento   "
"Com a decisão, Michel Temer passa formalmente à condição de investigado na Operação Lava Jato. LEIA MAIS INFORMAÇÕES  "
"O senador do PSDB foi automaticamente afastado das atividades parlamentares  "
"Acusações atingem especialmente o presidente Michel Temer e o senador afastado Aécio Neves      "
" Fachin nega pedido de prisão    "
" - acusações feitas por irmãos da JBS atingem especialmente Michel Temer e Aécio Neves. Entenda o terremoto que atinge a classe política; Temer deve fazer pronunciamento às 16h       "
" - Fachin negou pedido de Janot para prender Aécio Neves    "
"A notícia devastadora para o governo Temer. E mais...   "
"Se você duvida que ele já bem pequenininho, temos imagens     "
"O canal foi criado pelo bisneto e já tem mais de 300 mil inscritos. A comida da bisa é um sucesso  "
"A gente chora, mas a gente dança: esse é o Paramore em seu novo disco. Confira o que achamos do álbum    "
"O Google Lens entende o que está vendo e pode oferecer informações sobre lugares ou objetos   "
"Manifestantes também protestam na Av. Paulista pela saída de Temer   "
"Novo presidente da França pretende formar equipe de governo  heterogênea, com representantes da esquerda, direita e centro, além de membros da sociedade civil    Leia mais: "
"G1 ao vivo: mutação do Zika, Android O e vizinho bêbado, mas gente boa"
"Tente não se emocionar com a história de Jesus e Tony <3 <3 <3    "
"Mendonça Filho afirmou também que apoia o regime especial de aposentadoria dos docentes    "
"A era de pegadinhas como Ator de Hollywood filma animal selvagem e você não imagina o que aconteceu está para acabar...   "
"Neste Dia Internacional de Luta contra Homofobia e Transfobia, conheça as histórias de Raphael, Bernardo, Pedro, Gabriel, Robert, João Gabriel, Tiely, Perisatto e Pietro: 'Somos invisíveis ainda'  "
"Protótipo será testado em pacientes com ajuda de empresa estrangeira    "
"'Fazer serenata, dizer a ela que eu a amo é algo que eu já faço todo dia e é muito tradicional', diz noivo, acrescentando que planejou tudo com médica   "
"🎧🎧 Coloque seus fones de ouvido 🎧🎧 Sabe o que é ASMR? Canal de YouTube que divulga essa técnica de relaxamento chega a ter mais de 200 mil seguidores. E muitos atestam que funciona: 'tinha insônia. Depois que conheci, nunca mais tive problemas para dormir'. Médicos falam se método é eficaz mesmo    "
"Pedro mora no Distrito Federal e vai realizar o procedimento graças à doação de um equipamento, feita por um casal carioca   "
"G1 ao vivo: criação de emprego no Brasil e datas da Fuvest, Unicamp e Unesp"
"¿Dale a tu cuerpo alegria... despacito?   "
" Nova data foi marcada pelo presidente do TSE, Gilmar Mendes  "
"Provas de primeira fase são todas em novembro. Se liga    "
"Autor de lei aprovada diz que no Rio motorista 'ou é roubado ou recebe multa'    "
"Uma foto mais 'fo-faaaa' que a outra       🎂 🎂"
"E valor da multa vai aumentar anualmente     "
"FALTA POUCO. É na sexta o fim das inscrições do Enem. Se você já fez a sua, agora é se preocupar com a sua preparação. Já baixou o app G1 Enem? Faça testes e compare o seu desempenho com outros candidatos no ranking "
"Medida não muda as regras relativas à maconha no Brasil; entenda    "
"Depois da operação Carne Fraca, PF investiga esquema em que servidora é suspeita de receber 'mesada' para favorecer frigoríficos e empresas de laticínios     "
