value
"Pelo menos três partidos decidiram fechar uma estratégia conjunta: PSDB, DEM e PPS, além da parcela governista do PSB. Leia no Blog do Camarotti:   "
"Rapper iria se apresentar em centro cultural do Grajaú. Músico diz que, por causa da chuva, organização da Virada não montou a estrutura mínima necessária.    "
" - Mensagem falsa circula nas redes e diz que general se posicionou publicamente a favor de mobilização  "
"Empresa que vende suco e dá maconha de brinde existe nos EUA; entenda por quê   "
"O galinho Zico veio como parte do contrato da compra de uma loja de rações em Sorocaba, SP. Ele conquistou o coração da vizinhança e é visto até no colo de clientes de um salão de beleza   "
"'Rat cafe' vai funcionar dois dias em julho:   "
"Ex-deputado também afirmou que nunca pediu qualquer coisa ao presidente Michel Temer  "
"Presidente pousou em Riad na madrugada do sábado. Ele ainda irá visitar Israel, Vaticano, Bruxelas    "
"Atualização: ministro do STF rejeita pedido de advogado para livrar Temer de investigação   "
"Dinheiro foi enviado por meio do ex-ministro da Fazenda Guido Mantega e gastos tudo em campanha, segundo Wesley Batista   "
"Delegado diz que mulher tentou atirar em rival em um bar mas, por ter estrabismo e baixa visão, errou alvo   "
"Segundo o empresário, montante foi para bancar a campanha do peemedebista à presidência da Câmara, em 2015  "
"Material foi gravado por jornalista após a vitória de Dilma em 2014  "
" - G1 apurou que há registro no sistema de negociação de câmbio de uma operação atípica de compra de dólares; entenda     "
"'Foi a ação da multidão  que salvou a minha mulher. Ela ficou embaixo do carro'   "
"Para historiador, crise política atual é a mais grave da história e descrença da sociedade com políticos abre 'espaço perigoso'; leia entrevista   "
"Atenção para o último dia de inscrição no Enem. Temer enfrenta sua pior crise. E mais...   "
"Luto no rock, tragédia em Nova York, e dia contra pedofilia são alguns dos destaques de hoje   "
"Não vai deixar o estudo pra última hora também! Baixe o  e comece a se preparar brincando: bit.ly/2eTEVEf   "
"Leia a entrevista do presidente ao colunista Gerson Camarotti    "
"Ela ficará abrigada em uma cela individual de 2,5 m x 3 m  "
"Fachin autoriza inquérito para investigar Michel Temer     "
"  Bruno Araújo  decidiu deixar governo após ouvir deputados do partido. Leia mais no Blog do Camarotti   "
"Em delação, dono da JBS diz que gravou Michel Temer dando aval para comprar o silêncio de Cunha; informação foi revelada pelo jornal 'O Globo'   "
"Leia um resumo do que está acontecendo nesta quinta-feira. Após delação de irmãos da JBS, turbilhão de notícias eleva a tensão na política e na economia   "
" - Vídeo mostra momento em que irmã de Aécio Neves é levada pela polícia; primo de senador também foi preso. Nova delação provoca um terremoto político; entenda    "
"Presidente dos EUA é alvo de graves acusações     "
" - Procurador foi preso nesta quinta-feira após delação da JBS       "
"Além do senador, são alvos a irmã dele, Andrea Neves, e Altair Alves, apontado como braço direito de Cunha. Operação teve início após a delação do dono da JBS, que entregou uma gravação de Aécio pedindo a ele R$ 2 milhões.   "
"Ex-marqueteiro do PT diz que ex-ministro Cardozo agiu 'de forma cínica' em entrevista; leia o que afirma cada um dos lados    "
"Placas em alemão e turco indicando filiais diferentes foram o motivo das acusações  "
"Miley Cyrus explica por que gostaria que as pessoas esquecessem o clipe mais icônico da sua fase rebelde    "
"Segundo 'O Globo', o empresário Joesley Batista afirmou em delação que Mantega era responsável por negociar propina  "
"Confira o resumo com as principais notícias desta quarta-feira   "
"  Leia a resposta do governo sobre a informação de que Temer aparece em áudio dando aval para a compra de silêncio de Eduardo Cunha  "
"Jornal 'O Globo' informou que dono da empresa JBS gravou o presidente dando aval para comprar silêncio do ex-deputado Eduardo Cunha  "
"Segundo 'O Globo', dinheiro foi entregue a primo do senador Aécio Neves  "
"Não tem mais clima para trabalhar, afirmou o presidente da Câmara, Rodrigo Maia. Segundo 'O Globo', Michel Temer foi gravado dando aval para a compra de silêncio de Eduardo Cunha  Leia mais: "
"Segundo força-tarefa da Lava Jato, obras na propriedade foram pagas pela OAS como propina ao ex-presidente   "
"Decisão permite que outras marcas façam barras do jeitinho que são as do KITKAT no Reino Unido   "
"Procuradores apresentam documentos que contradizem o que foi afirmado por Lula em depoimento a Moro    "
"Eike volta para a prisão? A enrascada de Trump pode virar impeachment? O G1 explica. E mais...   "
"Dado é revelado após a morte de presos no episódio mais violento da história do sistema penitenciário do RN    "
"Tem novidade no Instagram!   "
"Confira o resumo com as principais notícias desta terça-feira   "
"Pesquisa mostra ainda que apenas 43% dos entrevistados acreditam que Trump vai concluir os quatro anos de mandato   "
"Empresário tem R$ 900 milhões em bens bloqueados pela Justiça  "
"Na mensagem, político escreveu: 'Quem iria invadir a privacidade da ilustre deputada, se ela mesma a faz'. Deputada deu resposta     "
"Ministério do Trabalho divulgou dados de abril; veja números    "
"Prefeitos de cidades em crise vão pedir ajuda a Temer; chpa Dilma-Temer pode ser julgada; e mais...   "
