value
"Joesley Batista diz que operações incluíam 1% de propina para dirigentes dos fundos Petros e Funcef, da Petrobras e da Caixa Econômica, e para o PT    "
"Míssil era de alcance menor do que os utilizados em 3 últimos testes, segundo os EUA "
"Ministro também determinou que a Polícia Federal faça perícia no áudio da conversa entre o presidente da República e o dono da JBS, Joesley Batista.  "
"O empresário viajou para os EUA acompanhado da família e de Ricardo Saud, um dos delatores da JBS  "
" - 'O Brasil não sairá dos trilhos. Eu continuarei a frente do governo', afirmou Temer em pronunciamento   "
"Menina de 14 anos era estuprada desde os 8, diz polícia. Em depoimento, mãe da vítima admitiu que sabia o que estava acontecendo, mas tinha medo de denunciar  "
"Míssil balístico teria alcance sem precedentes e poderia carregar uma ogiva nuclear, segundo governo   "
"Ricardo Saud, diretor da JBS, disse que repasse foi feito a pedido do PT para financiar campanha de Temer, então vice de Dilma, em 2014   "
"Interlocutores do presidente querem que deputado Rodrigo Rocha Loures assuma que agiu sem aval   "
"JBS atuou no câmbio na véspera do vazamento dos áudios da delação premiada de seus donos. Isso teria levado a empresa a obter ganhos financeiros   "
" - delações provocaram um terremoto político, obrigando o presidente Michel Temer vir a público dizer que não vai renunciar     "
" - Afirmação está na decisão do ministro do STF Luiz Edson Fachin que determinou abertura de inquérito contra Temer, Aécio e deputado Rocha Loures  "
"Na conversa, há citação a compra de informações privilegiadas, suborno de procuradores e até obstrução à Justiça. Presidente Michel Temer ouviu tudo e em alguns momentos ainda disse que estava 'ótimo'      "
"Atenção, candidatos! Saiba como se inscrever    "
"Um ano após estupro coletivo no Rio, delegada diz que já sofreu 8 ameaças. Ela também revelou como aconteceu a investigação e o que agressores falaram     "
"Parlamentar foi indicado por Michel Temer para resolver questão entre Petrobras e JBS, segundo reportagem do 'O Globo'  "
"Apesar da decisão, Assange ainda pode ser preso se deixar a Embaixada do Equador em Londres, onde está refugiado desde 2012. Polícia britânica diz ter mandado de prisão vigente.   "
"Imagens são fortes e foram gravadas por irmã do assassino   "
"Quem quiser despachar uma segunda mala, vai ter que pagar taxa extra para a LATAM Airlines. Companhia também mudou regras de cobrança por excesso de bagagem   "
"G1 ao vivo: pronunciamento de Temer, Aécio afastado e terremoto político em Brasília"
"Não temo nenhuma delação, nada tenho a esconder, disse o presidente, que se mantém no cargo VEJA EM VÍDEO a íntegra do pronunciamento ABAIXOLEIA A REPORTAGEM aqui  "
" - 'Não renunciarei. Repito. Não renunciarei. Sei o que fiz', diz Michel Temer.   "
"Senador tucano fez acerto de R$ 2 milhões com Joesley Ribeiro  "
"  - ministro do STF manteve o afastamento de senador, mas mudou decisão sobre pedido de prisão     "
"Segundo a polícia, namorado da vítima teria tido a ideia de filmar vídeo que acabou circulando em redes sociais   "
"1.700 policiais foram deslocados para a operação   "
"É o que dizem seus assessores. Leia na coluna  "
"Rapaz foi preso em um ônibus que seguia para Minas Gerais. Vítima foi sepultada nesta quarta-feira   "
"Diretor-geral do Operador Nacional do Sistema Elétrico  defendeu a necessidade de conscientização da população para o consumo consciente da energia elétrica  "
"Mulher vai à delegacia denunciar agressão de ex e ouve pergunta irônica de delegado. Absurdos desta história não param por aí    "
"Evento será realizado neste sábado  em vários pontos da capital  🎶🎭🎬🎨🎪   "
"Funcionamento do instituto havia sido suspenso sob argumento de que crimes podem ter sido 'iniciados' no local   "
"Vítima foi baleada seis vezes e atropelada em seguida, em estacionamento de supermercado   "
"Segundo a PF, Adriana Carla Floresta Feitosa usava esse dinheiro para custear despesas pessoais, como a faculdade dos filhos   "
"Organização criminosa chefiada por Cabral, segundo investigação, recebeu quantia milionária por meio de fraude em contratos na Saúde    "
"As informações repassadas por Donald J. Trump eram secretas e tinham a ver com a ameaça terrorista relacionada ao uso de laptops em voos   "
"Homem caminhava quando foi reconhecido por vítima; na última semana, 2 estudantes foram estupradas     "
"A retomada da empresa é importante para que ela possa arcar com as reparações, que devem atingir valores bilionários   "
"Pelas regras atuais, estão autorizadas somente viagens na classe econômica   "
"Mais de um terço dos deputados e senadores que propuseram mudanças na medida provisória que cria um programa de refinanciamento de dívidas com a União se beneficiam das alterações   "
"A carne, com prazo de validade para 2014, foi distribuída do ano passado   "
"'Crianças pagam por rodízio de padrastos', disse diretor de comunicação em grupo de mensagens   "
"Ela fez um estrago tão grande que ficou até difícil entender como 5 carros e uma moto foram destruídos    "
"Procuradoria apura se o governador Pedro Taques  tinha conhecimento das interceptações. Ele nega  "
"Pela segunda vez em duas semanas, norte-coreanos desafiam sanções internacionais, lançando míssil até o Mar do Japão.   "
"Fechamento de agências e mudança no preço do serviço de entrega estão entre as ações    "
"Lula X Dilma, 'poste' e cabeleireiro: 6 relatos do depoimento de Mônica Moura. Veja íntegra das delações dos ex-marqueteiros do PT    "
"Aérea cobrará a partir de R$ 30 ainda neste mês.   "
